ASV_numbers,phylum,class,order,family,genus,species
ASV_17658,NA,NA,NA,NA,NA,NA
ASV_17659,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,NA
ASV_17660,NA,NA,NA,NA,NA,NA
ASV_17661,NA,NA,NA,NA,NA,NA
ASV_17662,Verrucomicrobiota,Chlamydiae,Chlamydiales,NA,NA,NA
ASV_17663,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_17664,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_17665,WPS-2,NA,NA,NA,NA,NA
ASV_17666,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_17667,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
ASV_17668,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_17669,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylobacter,NA
ASV_17670,Proteobacteria,Gammaproteobacteria,WD260,NA,NA,NA
ASV_17671,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,NA,NA,NA
ASV_17672,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_17673,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_17674,NA,NA,NA,NA,NA,NA
ASV_17675,NA,NA,NA,NA,NA,NA
ASV_17676,Actinobacteriota,NA,NA,NA,NA,NA
ASV_17677,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,NA
ASV_17678,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_17679,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,NA
ASV_17680,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_17681,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV_17682,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASV_17683,NA,NA,NA,NA,NA,NA
ASV_17684,NA,NA,NA,NA,NA,NA
ASV_17685,NA,NA,NA,NA,NA,NA
ASV_17686,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
ASV_17687,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,NA
ASV_17688,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,NA,NA
ASV_17689,Proteobacteria,Gammaproteobacteria,WD260,NA,NA,NA
ASV_17690,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV_17691,NA,NA,NA,NA,NA,NA
ASV_17692,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_17693,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,NA
ASV_17694,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,NA
ASV_17695,NA,NA,NA,NA,NA,NA
ASV_17696,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,NA
ASV_17697,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,NA
ASV_17698,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA
ASV_17699,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_17700,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,NA
ASV_17701,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA
ASV_17702,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_17703,NA,NA,NA,NA,NA,NA
ASV_17704,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA,NA
ASV_17705,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
ASV_17706,NA,NA,NA,NA,NA,NA
ASV_17707,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,NA,NA
ASV_17708,NA,NA,NA,NA,NA,NA
ASV_17709,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_17710,Acidobacteriota,Subgroup 22,NA,NA,NA,NA
ASV_17711,NA,NA,NA,NA,NA,NA
ASV_17712,NA,NA,NA,NA,NA,NA
ASV_17713,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,NA
ASV_17714,NA,NA,NA,NA,NA,NA
ASV_17715,NB1-j,NA,NA,NA,NA,NA
ASV_17716,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_17717,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,NA,NA
ASV_17718,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,NA,NA
ASV_17719,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_17720,Elusimicrobiota,Elusimicrobia,Lineage IV,NA,NA,NA
ASV_17721,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas,NA
ASV_17722,Bacteroidota,Bacteroidia,Chitinophagales,37-13,NA,NA
ASV_17723,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,NA
ASV_17724,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_17725,Chloroflexi,TK10,NA,NA,NA,NA
ASV_17726,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,NA
ASV_17727,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,NA
ASV_17728,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_17729,Firmicutes,Bacilli,NA,NA,NA,NA
ASV_17730,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,NA
ASV_17731,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV_17732,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
ASV_17733,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV_17734,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_17735,Firmicutes,Bacilli,NA,NA,NA,NA
ASV_17736,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_17737,NA,NA,NA,NA,NA,NA
ASV_17738,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
ASV_17739,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,wb1-P19,NA
ASV_17740,NA,NA,NA,NA,NA,NA
ASV_17741,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,NA,NA,NA
ASV_17742,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
ASV_17743,NA,NA,NA,NA,NA,NA
ASV_17744,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_17745,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_17746,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
ASV_17747,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,NA
ASV_17748,Bacteroidota,Bacteroidia,Sphingobacteriales,NA,NA,NA
ASV_17749,NA,NA,NA,NA,NA,NA
ASV_17750,NA,NA,NA,NA,NA,NA
ASV_17751,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_17752,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_17753,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
ASV_17754,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_17755,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_17756,NA,NA,NA,NA,NA,NA
ASV_17757,Planctomycetota,Phycisphaerae,Tepidisphaerales,NA,NA,NA
ASV_17758,Planctomycetota,OM190,NA,NA,NA,NA
ASV_17759,Bacteroidota,SJA-28,NA,NA,NA,NA
ASV_17760,Planctomycetota,Pla4 lineage,NA,NA,NA,NA
ASV_17761,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_17762,Proteobacteria,Gammaproteobacteria,CCD24,NA,NA,NA
ASV_17763,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_17764,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,NA
ASV_17765,NA,NA,NA,NA,NA,NA
ASV_17766,Planctomycetota,Phycisphaerae,CCM11a,NA,NA,NA
ASV_17767,Planctomycetota,Phycisphaerae,mle1-8,NA,NA,NA
ASV_17768,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA,NA
ASV_17769,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_17770,NA,NA,NA,NA,NA,NA
ASV_17771,NA,NA,NA,NA,NA,NA
ASV_17772,NA,NA,NA,NA,NA,NA
ASV_17773,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
ASV_17774,Proteobacteria,Gammaproteobacteria,Xanthomonadales,NA,NA,NA
ASV_17775,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_17776,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
ASV_17777,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
ASV_17778,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
ASV_17779,NA,NA,NA,NA,NA,NA
ASV_17780,WPS-2,NA,NA,NA,NA,NA
ASV_17781,WPS-2,NA,NA,NA,NA,NA
ASV_17782,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,NA
ASV_17783,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
ASV_17784,NA,NA,NA,NA,NA,NA
ASV_17785,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_17786,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_17787,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
ASV_17788,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,NA
ASV_17789,NA,NA,NA,NA,NA,NA
ASV_17790,Planctomycetota,Pla4 lineage,NA,NA,NA,NA
ASV_17791,NA,NA,NA,NA,NA,NA
ASV_17792,Proteobacteria,Gammaproteobacteria,CCD24,NA,NA,NA
ASV_17793,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_17794,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_17795,NA,NA,NA,NA,NA,NA
ASV_17796,NA,NA,NA,NA,NA,NA
ASV_17797,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_17798,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_17799,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
ASV_17800,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_17801,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
ASV_17802,Elusimicrobiota,Lineage IIa,NA,NA,NA,NA
ASV_17803,NA,NA,NA,NA,NA,NA
ASV_17804,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas,NA
ASV_17805,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,NA,NA
ASV_17806,Planctomycetota,Pla4 lineage,NA,NA,NA,NA
ASV_17807,Planctomycetota,OM190,NA,NA,NA,NA
ASV_17808,NA,NA,NA,NA,NA,NA
ASV_17809,NA,NA,NA,NA,NA,NA
ASV_17810,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,NA
ASV_17811,NA,NA,NA,NA,NA,NA
ASV_17812,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV_17813,NA,NA,NA,NA,NA,NA
ASV_17814,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA
ASV_17815,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_17816,Proteobacteria,Gammaproteobacteria,Xanthomonadales,NA,NA,NA
ASV_17817,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_17818,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_17819,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_17820,NA,NA,NA,NA,NA,NA
ASV_17821,NA,NA,NA,NA,NA,NA
ASV_17822,NA,NA,NA,NA,NA,NA
ASV_17823,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_17824,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA
ASV_17825,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV_17826,NA,NA,NA,NA,NA,NA
ASV_17827,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_17828,NA,NA,NA,NA,NA,NA
ASV_17829,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,NA
ASV_17830,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Plot4-2H12,NA
ASV_17831,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
ASV_17832,FCPU426,NA,NA,NA,NA,NA
ASV_17833,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA
ASV_17834,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA
ASV_17835,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_17836,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,NA
ASV_17837,NA,NA,NA,NA,NA,NA
ASV_17838,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_17839,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
ASV_17840,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_17841,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
ASV_17842,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
ASV_17843,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,NA
ASV_17844,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV_17845,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
ASV_17846,NA,NA,NA,NA,NA,NA
ASV_17847,NA,NA,NA,NA,NA,NA
ASV_17848,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,NA
ASV_17849,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
ASV_17850,Elusimicrobiota,Lineage IIa,NA,NA,NA,NA
ASV_17851,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
ASV_17852,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,NA
ASV_17853,Firmicutes,Bacilli,NA,NA,NA,NA
ASV_17854,Patescibacteria,Parcubacteria,NA,NA,NA,NA
ASV_17855,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_17856,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA,NA
ASV_17857,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV_17858,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,NA
ASV_17859,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,NA
ASV_17860,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_17861,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
ASV_17862,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,NA
ASV_17863,Proteobacteria,Gammaproteobacteria,Xanthomonadales,NA,NA,NA
ASV_17864,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
ASV_17865,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,NA
ASV_17866,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
ASV_17867,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
ASV_17868,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV_17869,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
ASV_17870,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
ASV_17871,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Uliginosibacterium,NA
ASV_17872,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,DEV008,NA
ASV_17873,NA,NA,NA,NA,NA,NA
ASV_17874,NA,NA,NA,NA,NA,NA
ASV_17875,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
ASV_17876,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
ASV_17877,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
ASV_17878,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,NA,NA
ASV_17879,NA,NA,NA,NA,NA,NA
ASV_17880,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_17881,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_17882,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_17883,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,NA,NA
ASV_17884,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Occallatibacter,NA
ASV_17885,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_17886,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
ASV_17887,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
ASV_17888,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA
ASV_17889,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible genus 04,NA
ASV_17890,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,NA,NA,NA
ASV_17891,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_17892,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,NA
ASV_17893,NA,NA,NA,NA,NA,NA
ASV_17894,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,NA
ASV_17895,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
ASV_17896,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
ASV_17897,NA,NA,NA,NA,NA,NA
ASV_17898,Verrucomicrobiota,Chlamydiae,Chlamydiales,NA,NA,NA
ASV_17899,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
ASV_17900,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA
ASV_17901,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,NA
ASV_17902,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_17903,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,NA
ASV_17904,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
ASV_17905,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA
ASV_17906,Verrucomicrobiota,Verrucomicrobiae,NA,NA,NA,NA
ASV_17907,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,NA,NA
ASV_17908,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_17909,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV_17910,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_17911,NA,NA,NA,NA,NA,NA
ASV_17912,NA,NA,NA,NA,NA,NA
ASV_17913,Chloroflexi,KD4-96,NA,NA,NA,NA
ASV_17914,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,NA
ASV_17915,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,NA,NA,NA
ASV_17916,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_17917,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin516,NA
ASV_17918,NA,NA,NA,NA,NA,NA
ASV_17919,NA,NA,NA,NA,NA,NA
ASV_17920,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
ASV_17921,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
ASV_17922,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,NA
ASV_17923,NA,NA,NA,NA,NA,NA
ASV_17924,NA,NA,NA,NA,NA,NA
ASV_17925,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
ASV_17926,Planctomycetota,OM190,NA,NA,NA,NA
ASV_17927,NA,NA,NA,NA,NA,NA
ASV_17928,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
ASV_17929,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,OLB12,NA
ASV_17930,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,NA
ASV_17931,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
ASV_17932,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
ASV_17933,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,NA,NA,NA
ASV_17934,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV_17935,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_17936,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV_17937,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
ASV_17938,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
ASV_17939,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV_17940,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
ASV_17941,NA,NA,NA,NA,NA,NA
ASV_17942,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
ASV_17943,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
ASV_17944,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_17945,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_17946,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
ASV_17947,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
ASV_17948,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family_4,Candidatus Berkiella,NA
ASV_17949,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
ASV_17950,NA,NA,NA,NA,NA,NA
ASV_17951,NA,NA,NA,NA,NA,NA
ASV_17952,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
ASV_17953,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,NA
ASV_17954,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
ASV_17955,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
ASV_17956,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV_17957,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_17958,NA,NA,NA,NA,NA,NA
ASV_17959,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
ASV_17960,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,NA
ASV_17961,Chloroflexi,TK10,NA,NA,NA,NA
ASV_17962,Planctomycetota,Planctomycetes,NA,NA,NA,NA
ASV_17963,NA,NA,NA,NA,NA,NA
ASV_17964,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
ASV_17965,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,NA,NA
ASV_17966,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,NA
ASV_17967,Actinobacteriota,NA,NA,NA,NA,NA
ASV_17968,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
ASV_17969,NA,NA,NA,NA,NA,NA
ASV_17970,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV_17971,NA,NA,NA,NA,NA,NA
ASV_17972,Verrucomicrobiota,Chlamydiae,Chlamydiales,NA,NA,NA
ASV_17973,Actinobacteriota,MB-A2-108,NA,NA,NA,NA
ASV_17974,NA,NA,NA,NA,NA,NA
ASV_17975,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
ASV_17976,Chloroflexi,TK10,NA,NA,NA,NA
ASV_17977,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,NA,NA
ASV_17978,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Ammoniphilus,NA
ASV_17979,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
ASV_17980,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV_17981,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,NA
